Innings Player,Innings Runs Scored,Innings Runs Scored Num,Innings Minutes Batted,Innings Batted Flag,Innings Not Out Flag,Innings Balls Faced,Innings Boundary Fours,Innings Boundary Sixes,Innings Batting Strike Rate,Innings Number,Opposition,Ground,Innings Date,Country,"50's","100's",Innings Runs Scored Buckets,Innings Overs Bowled,Innings Bowled Flag,Innings Maidens Bowled,Innings Runs Conceded,Innings Wickets Taken,4 Wickets,5 Wickets,10 Wickets,Innings Wickets Taken Buckets,Innings Economy Rate
Babar Azam,117,117,-,1,0,106,8,1,110.37,1,v West Indies,Abu Dhabi,2016/10/05,Pakistan,0,1,100-149,,,,,,,,,,
Mohammad Hafeez,115,115,185,1,0,144,12,2,79.86,1,v New Zealand,Christchurch,2011/01/29,Pakistan,0,1,100-149,,,,,,,,,,
Ahmed Shehzad,115,115,156,1,0,109,12,3,105.50,1,v New Zealand,Hamilton,2011/02/03,Pakistan,0,1,100-149,,,,,,,,,,
Mohammad Rizwan,115,115,-,1,0,126,11,0,91.26,1,v Australia,Sharjah,2019/03/24,Pakistan,0,1,100-149,,,,,,,,,,
Babar Azam,115,115,150,1,0,112,13,1,102.67,1,v England,Nottingham,2019/05/17,Pakistan,0,1,100-149,,,,,,,,,,
Babar Azam,115,115,-,1,0,105,8,4,109.52,1,v Sri Lanka,Karachi,2019/09/30,Pakistan,0,1,100-149,,,,,,,,,,
Fawad Alam,114*,114,199,1,1,134,8,3,85.07,1,v Sri Lanka,Dhaka,2014/03/08,Pakistan,0,1,100-149,,,,,,,,,,
Fakhar Zaman,114,114,142,1,0,106,12,3,107.54,1,v India,The Oval,2017/06/18,Pakistan,0,1,100-149,,,,,,,,,,
Mohammad Hafeez,113*,113,150,1,1,119,12,2,94.95,2,v Sri Lanka,Abu Dhabi,2013/12/25,Pakistan,0,1,100-149,,,,,,,,,,
Ahmed Shehzad,113,113,159,1,0,120,12,2,94.16,1,v New Zealand,Sharjah,2014/12/14,Pakistan,0,1,100-149,,,,,,,,,,
Imam-ul-Haq,113,113,180,1,0,122,8,0,92.62,1,v Zimbabwe,Bulawayo,2018/07/20,Pakistan,0,1,100-149,,,,,,,,,,
Nasir Jamshed,112,112,159,1,0,104,10,1,107.69,1,v India,Dhaka,2012/03/18,Pakistan,0,1,100-149,,,,,,,,,,
Shoaib Malik,112,112,124,1,0,76,12,2,147.36,1,v Zimbabwe,Lahore,2015/05/26,Pakistan,0,1,100-149,,,,,,,,,,
Abid Ali,112,112,-,1,0,119,9,0,94.11,2,v Australia,Dubai (DSC),2019/03/29,Pakistan,0,1,100-149,,,,,,,,,,
Imam-ul-Haq,110,110,158,1,0,105,8,1,104.76,1,v Zimbabwe,Bulawayo,2018/07/22,Pakistan,0,1,100-149,,,,,,,,,,
Babar Azam,106*,106,111,1,1,76,9,2,139.47,1,v Zimbabwe,Bulawayo,2018/07/22,Pakistan,0,1,100-149,,,,,,,,,,
Nasir Jamshed,106,106,173,1,0,124,12,2,85.48,1,v India,Kolkata,2013/01/03,Pakistan,0,1,100-149,,,,,,,,,,
Mohammad Hafeez,105,105,163,1,0,113,9,1,92.92,1,v India,Dhaka,2012/03/18,Pakistan,0,1,100-149,,,,,,,,,,
Sarfaraz Ahmed,105,105,160,1,0,130,6,0,80.76,1,v England,"Lord's",2016/08/27,Pakistan,0,1,100-149,,,,,,,,,,
Mohammad Rizwan,104,104,-,1,0,102,9,1,101.96,2,v Australia,Dubai (DSC),2019/03/29,Pakistan,0,1,100-149,,,,,,,,,,
Ahmed Shehzad,103,103,152,1,0,123,12,1,83.73,2,v Bangladesh,Dhaka,2014/03/04,Pakistan,0,1,100-149,,,,,,,,,,
Younis Khan,103,103,199,1,0,117,4,2,88.03,2,v New Zealand,Abu Dhabi,2014/12/17,Pakistan,0,1,100-149,,,,,,,,,,
Mohammad Hafeez,103,103,115,1,0,95,10,4,108.42,2,v Sri Lanka,Dambulla,2015/07/11,Pakistan,0,1,100-149,,,,,,,,,,
Babar Azam,103,103,-,1,0,131,5,0,78.62,1,v Sri Lanka,Dubai (DSC),2017/10/13,Pakistan,0,1,100-149,,,,,,,,,,
Umar Akmal,102*,102,122,1,1,89,7,3,114.60,1,v Afghanistan,Fatullah,2014/02/27,Pakistan,0,1,100-149,,,,,,,,,,
Mohammad Hafeez,102*,102,171,1,1,130,10,1,78.46,2,v England,Abu Dhabi,2015/11/11,Pakistan,0,1,100-149,,,,,,,,,,
Ahmed Shehzad,102,102,188,1,0,148,7,1,68.91,2,v West Indies,Gros Islet,2011/04/25,Pakistan,0,1,100-149,,,,,,,,,,
Ahmed Shehzad,102,102,148,1,0,112,8,2,91.07,1,v South Africa,Port Elizabeth,2013/11/27,Pakistan,0,1,100-149,,,,,,,,,,
Azhar Ali,102,102,171,1,0,104,8,0,98.07,2,v Zimbabwe,Lahore,2015/05/29,Pakistan,0,1,100-149,,,,,,,,,,
Nasir Jamshed,101*,101,230,1,1,132,5,1,76.51,2,v India,Chennai,2012/12/30,Pakistan,0,1,100-149,,,,,,,,,,
Sarfaraz Ahmed,101*,101,200,1,1,124,6,0,81.45,2,v Ireland,Adelaide,2015/03/15,Pakistan,0,1,100-149,,,,,,,,,,
Shoaib Malik,101*,101,-,1,1,111,10,2,90.99,2,v West Indies,Providence,2017/04/11,Pakistan,0,1,100-149,,,,,,,,,,
Haris Sohail,101*,101,-,1,1,115,6,1,87.82,1,v Australia,Sharjah,2019/03/22,Pakistan,0,1,100-149,,,,,,,,,,
Babar Azam,101*,101,198,1,1,127,11,0,79.52,2,v New Zealand,Birmingham,2019/06/26,Pakistan,0,1,100-149,,,,,,,,,,
Azhar Ali,101,101,166,1,0,112,10,0,90.17,1,v Bangladesh,Dhaka,2015/04/22,Pakistan,0,1,100-149,,,,,,,,,,
Azhar Ali,101,101,-,1,0,109,8,1,92.66,1,v West Indies,Abu Dhabi,2016/10/05,Pakistan,0,1,100-149,,,,,,,,,,
Babar Azam,101,101,-,1,0,133,6,0,75.93,1,v Sri Lanka,Abu Dhabi,2017/10/16,Pakistan,0,1,100-149,,,,,,,,,,
Imam-ul-Haq,101,101,199,1,0,116,8,0,87.06,1,v South Africa,Centurion,2019/01/25,Pakistan,0,1,100-149,,,,,,,,,,
Babar Azam,100,100,153,1,0,109,7,1,91.74,2,v Australia,Adelaide,2017/01/26,Pakistan,0,1,100-149,,,,,,,,,,
Imam-ul-Haq,100,100,-,1,0,125,5,2,80.00,2,v Sri Lanka,Abu Dhabi,2017/10/18,Pakistan,0,1,100-149,,,,,,,,,,
Imam-ul-Haq,100,100,172,1,0,100,7,0,100.00,1,v Bangladesh,"Lord's",2019/07/05,Pakistan,0,1,100-149,,,,,,,,,,
Nasir Jamshed,97,97,152,1,0,98,11,2,98.97,2,v Australia,Abu Dhabi,2012/08/31,Pakistan,1,0,50-99,,,,,,,,,,
Sarfaraz Ahmed,97,97,107,1,0,80,7,2,121.25,2,v England,Leeds,2019/05/19,Pakistan,1,0,50-99,,,,,,,,,,
Misbah-ul-Haq,96*,96,187,1,1,127,5,3,75.59,1,v West Indies,The Oval,2013/06/07,Pakistan,1,0,50-99,,,,,,,,,,
Shoaib Malik,96*,96,194,1,1,106,8,1,90.56,2,v Zimbabwe,Harare,2015/10/03,Pakistan,1,0,50-99,,,,,,,,,,
Azhar Ali,96,96,156,1,0,119,12,0,80.67,2,v Sri Lanka,Pallekele,2012/06/09,Pakistan,1,0,50-99,,,,,,,,,,
Babar Azam,96,96,102,1,0,98,11,0,97.95,1,v Bangladesh,"Lord's",2019/07/05,Pakistan,1,0,50-99,,,,,,,,,,
Ahmed Shehzad,95,95,145,1,0,90,12,1,105.55,2,v Sri Lanka,Colombo (RPS),2015/07/22,Pakistan,1,0,50-99,,,,,,,,,,
Misbah-ul-Haq,93*,93,147,1,1,91,7,1,102.19,2,v New Zealand,Napier,2011/02/01,Pakistan,1,0,50-99,,,,,,,,,,
Imran Farhat,93,93,214,1,0,144,8,1,64.58,2,v South Africa,Durban,2013/03/21,Pakistan,1,0,50-99,,,,,,,,,,
Ahmed Shehzad,93,93,148,1,0,105,8,1,88.57,1,v U.A.E.,Napier,2015/03/04,Pakistan,1,0,50-99,,,,,,,,,,
Babar Azam,92,92,-,1,0,100,4,1,92.00,1,v New Zealand,Dubai (DSC),2018/11/11,Pakistan,1,0,50-99,,,,,,,,,,
Umar Akmal,91,91,147,1,0,102,8,1,89.21,2,v Sri Lanka,Dubai (DSC),2011/11/14,Pakistan,1,0,50-99,,,,,,,,,,
Sarfaraz Ahmed,90,90,110,1,0,73,10,1,123.28,2,v England,Cardiff,2016/09/04,Pakistan,1,0,50-99,,,,,,,,,,
Shoaib Malik,90,90,110,1,0,84,3,6,107.14,1,v West Indies,Sharjah,2016/10/02,Pakistan,1,0,50-99,,,,,,,,,,
Sohaib Maqsood,89*,89,107,1,1,73,9,0,121.91,2,v Sri Lanka,Hambantota,2014/08/23,Pakistan,1,0,50-99,,,,,,,,,,
Haris Sohail,89*,89,119,1,1,66,6,2,134.84,1,v Zimbabwe,Lahore,2015/05/26,Pakistan,1,0,50-99,,,,,,,,,,
Kamran Akmal,89,89,125,1,0,84,5,3,105.95,2,v New Zealand,Auckland,2011/02/05,Pakistan,1,0,50-99,,,,,,,,,,
Mohammad Hafeez,89,89,153,1,0,126,7,0,70.63,1,v Bangladesh,Dhaka,2012/03/11,Pakistan,1,0,50-99,,,,,,,,,,
Haris Sohail,89,89,95,1,0,59,9,3,150.84,1,v South Africa,"Lord's",2019/06/23,Pakistan,1,0,50-99,,,,,,,,,,
Shahid Afridi,88,88,68,1,0,48,5,7,183.33,2,v South Africa,Johannesburg,2013/03/17,Pakistan,1,0,50-99,,,,,,,,,,
Mohammad Hafeez,88,88,-,1,0,92,6,3,95.65,1,v West Indies,Providence,2017/04/07,Pakistan,1,0,50-99,,,,,,,,,,
Fakhar Zaman,88,88,-,1,0,88,11,0,100.00,2,v New Zealand,Abu Dhabi,2018/11/09,Pakistan,1,0,50-99,,,,,,,,,,
Mohammad Hafeez,86,86,125,1,0,89,5,3,96.62,2,v New Zealand,Napier,2015/02/03,Pakistan,1,0,50-99,,,,,,,,,,
Mohammad Hafeez,86,86,126,1,0,83,8,4,103.61,1,v Zimbabwe,Lahore,2015/05/26,Pakistan,1,0,50-99,,,,,,,,,,
Imam-ul-Haq,86,86,151,1,0,101,5,2,85.14,2,v South Africa,Port Elizabeth,2019/01/19,Pakistan,1,0,50-99,,,,,,,,,,
Haris Sohail,85*,85,158,1,1,109,5,1,77.98,2,v New Zealand,Dubai (DSC),2014/12/08,Pakistan,1,0,50-99,,,,,,,,,,
Fakhar Zaman,85,85,107,1,0,83,10,1,102.40,1,v Zimbabwe,Bulawayo,2018/07/22,Pakistan,1,0,50-99,,,,,,,,,,
Asad Shafiq,84,84,-,1,0,89,9,0,94.38,1,v Ireland,Dublin,2013/05/23,Pakistan,1,0,50-99,,,,,,,,,,
Babar Azam,84,84,157,1,0,100,4,1,84.00,1,v Australia,Perth,2017/01/19,Pakistan,1,0,50-99,,,,,,,,,,
Mohammad Hafeez,84,84,99,1,0,62,8,2,135.48,1,v England,Nottingham,2019/06/03,Pakistan,1,0,50-99,,,,,,,,,,
Misbah-ul-Haq,83*,83,118,1,1,91,6,0,91.20,1,v Sri Lanka,Colombo (RPS),2011/02/26,Pakistan,1,0,50-99,,,,,,,,,,
Misbah-ul-Haq,83*,83,-,1,1,80,2,3,103.75,1,v Scotland,Edinburgh,2013/05/17,Pakistan,1,0,50-99,,,,,,,,,,
Misbah-ul-Haq,83*,83,131,1,1,85,3,2,97.64,1,v Zimbabwe,Harare,2013/08/27,Pakistan,1,0,50-99,,,,,,,,,,
Mohammad Hafeez,83,83,123,1,0,101,9,1,82.17,1,v Sri Lanka,Dubai (DSC),2011/11/18,Pakistan,1,0,50-99,,,,,,,,,,
Babar Azam,83,83,129,1,0,77,10,1,107.79,1,v New Zealand,Auckland,2016/01/31,Pakistan,1,0,50-99,,,,,,,,,,
Imam-ul-Haq,83,83,-,1,0,105,2,1,79.04,2,v Bangladesh,Abu Dhabi,2018/09/26,Pakistan,1,0,50-99,,,,,,,,,,
Fakhar Zaman,82*,82,132,1,1,86,5,4,95.34,2,v New Zealand,Wellington,2018/01/06,Pakistan,1,0,50-99,,,,,,,,,,
Azhar Ali,82,82,136,1,0,110,9,0,74.54,1,v England,Southampton,2016/08/24,Pakistan,1,0,50-99,,,,,,,,,,
Azhar Ali,81*,81,217,1,1,126,4,1,64.28,2,v Sri Lanka,Colombo (RPS),2012/06/16,Pakistan,1,0,50-99,,,,,,,,,,
Younis Khan,81,81,99,1,0,90,6,1,90.00,1,v Zimbabwe,Harare,2011/09/14,Pakistan,1,0,50-99,,,,,,,,,,
Kamran Akmal,81,81,-,1,0,85,11,2,95.29,2,v Ireland,Dublin,2013/05/26,Pakistan,1,0,50-99,,,,,,,,,,
Ahmed Shehzad,81,81,122,1,0,89,6,2,91.01,1,v Sri Lanka,Sharjah,2013/12/22,Pakistan,1,0,50-99,,,,,,,,,,
Mohammad Hafeez,81,81,-,1,0,86,8,2,94.18,2,v West Indies,Providence,2017/04/11,Pakistan,1,0,50-99,,,,,,,,,,
Shoaib Malik,81,81,-,1,0,61,5,2,132.78,1,v Sri Lanka,Dubai (DSC),2017/10/13,Pakistan,1,0,50-99,,,,,,,,,,
Mohammad Hafeez,81,81,101,1,0,80,5,4,101.25,1,v New Zealand,Hamilton,2018/01/16,Pakistan,1,0,50-99,,,,,,,,,,
Misbah-ul-Haq,80,80,129,1,0,93,7,2,86.02,2,v South Africa,Durban,2013/03/21,Pakistan,1,0,50-99,,,,,,,,,,
Mohammad Hafeez,80,80,104,1,0,80,8,1,100.00,1,v Zimbabwe,Lahore,2015/05/31,Pakistan,1,0,50-99,,,,,,,,,,
Azhar Ali,80,80,130,1,0,104,5,2,76.92,1,v England,Leeds,2016/09/01,Pakistan,1,0,50-99,,,,,,,,,,
Imam-ul-Haq,80,80,-,1,0,104,5,1,76.92,2,v Afghanistan,Abu Dhabi,2018/09/21,Pakistan,1,0,50-99,,,,,,,,,,
Babar Azam,80,80,101,1,0,83,9,1,96.38,2,v England,Leeds,2019/05/19,Pakistan,1,0,50-99,,,,,,,,,,
Misbah-ul-Haq,79*,79,158,1,1,107,4,2,73.83,1,v South Africa,Centurion,2013/11/30,Pakistan,1,0,50-99,,,,,,,,,,
Azhar Ali,79,79,117,1,0,76,9,2,103.94,1,v Zimbabwe,Lahore,2015/05/26,Pakistan,1,0,50-99,,,,,,,,,,
Azhar Ali,79,79,160,1,0,104,6,0,75.96,1,v Sri Lanka,Pallekele,2015/07/15,Pakistan,1,0,50-99,,,,,,,,,,
Sharjeel Khan,79,79,105,1,0,69,9,2,114.49,2,v Australia,Adelaide,2017/01/26,Pakistan,1,0,50-99,,,,,,,,,,
Asad Shafiq,78*,78,136,1,1,97,7,0,80.41,2,v Zimbabwe,Pallekele,2011/03/14,Pakistan,1,0,50-99,,,,,,,,,,
Younis Khan,78,78,86,1,0,72,9,0,108.33,1,v Zimbabwe,Bulawayo,2011/09/08,Pakistan,1,0,50-99,,,,,,,,,,
Mohammad Hafeez,78,78,158,1,0,97,4,2,80.41,1,v Australia,Sharjah,2012/09/03,Pakistan,1,0,50-99,,,,,,,,,,
Shoaib Malik,78,78,-,1,0,90,4,2,86.66,1,v India,Dubai (DSC),2018/09/23,Pakistan,1,0,50-99,,,,,,,,,,
Saad Nasim,77*,77,115,1,1,96,6,1,80.20,1,v Bangladesh,Dhaka,2015/04/19,Pakistan,1,0,50-99,,,,,,,,,,
Babar Azam,77*,77,92,1,1,74,7,2,104.05,2,v Zimbabwe,Rawalpindi,2020/11/01,Pakistan,1,0,50-99,,,,,,,,,,
Umar Akmal,77,77,121,1,0,72,7,2,106.94,2,v Sri Lanka,Dhaka,2012/03/15,Pakistan,1,0,50-99,,,,,,,,,,
Sarfaraz Ahmed,77,77,93,1,0,74,7,0,104.05,1,v Sri Lanka,Colombo (RPS),2015/07/19,Pakistan,1,0,50-99,,,,,,,,,,
Shoaib Malik,77,77,126,1,0,80,5,2,96.25,2,v England,Cardiff,2016/09/04,Pakistan,1,0,50-99,,,,,,,,,,
Mohammad Hafeez,76,76,98,1,0,74,10,0,102.70,1,v India,Kolkata,2013/01/03,Pakistan,1,0,50-99,,,,,,,,,,
Shahid Afridi,76,76,77,1,0,55,6,5,138.18,1,v West Indies,Providence,2013/07/14,Pakistan,1,0,50-99,,,,,,,,,,
Mohammad Hafeez,76,76,149,1,0,92,9,1,82.60,1,v New Zealand,Sharjah,2014/12/12,Pakistan,1,0,50-99,,,,,,,,,,
Misbah-ul-Haq,76,76,118,1,0,84,9,1,90.47,2,v India,Adelaide,2015/02/15,Pakistan,1,0,50-99,,,,,,,,,,
Mohammad Hafeez,76,76,83,1,0,60,5,5,126.66,1,v New Zealand,Auckland,2016/01/31,Pakistan,1,0,50-99,,,,,,,,,,
Azhar Ali,76,76,129,1,0,100,5,1,76.00,2,v England,Cardiff,2017/06/14,Pakistan,1,0,50-99,,,,,,,,,,
Fakhar Zaman,76,76,-,1,0,91,7,1,83.51,2,v Sri Lanka,Karachi,2019/10/02,Pakistan,1,0,50-99,,,,,,,,,,
Imran Farhat,75*,75,191,1,1,106,6,0,70.75,2,v Zimbabwe,Harare,2011/09/11,Pakistan,1,0,50-99,,,,,,,,,,
Mohammad Rizwan,75*,75,105,1,1,74,4,2,101.35,1,v Zimbabwe,Harare,2015/10/01,Pakistan,1,0,50-99,,,,,,,,,,
Shahid Afridi,75,75,87,1,0,65,4,3,115.38,1,v Sri Lanka,Sharjah,2011/11/20,Pakistan,1,0,50-99,,,,,,,,,,
Misbah-ul-Haq,75,75,128,1,0,112,3,2,66.96,1,v West Indies,Gros Islet,2013/07/19,Pakistan,1,0,50-99,,,,,,,,,,
Mohammad Hafeez,75,75,130,1,0,117,3,2,64.10,2,v India,Dhaka,2014/03/02,Pakistan,1,0,50-99,,,,,,,,,,
Umar Akmal,74,74,76,1,0,72,7,3,102.77,2,v Sri Lanka,Fatullah,2014/02/25,Pakistan,1,0,50-99,,,,,,,,,,
Fawad Alam,74,74,130,1,0,70,4,2,105.71,2,v Bangladesh,Dhaka,2014/03/04,Pakistan,1,0,50-99,,,,,,,,,,
Sharjeel Khan,74,74,67,1,0,47,10,3,157.44,2,v Australia,Sydney,2017/01/22,Pakistan,1,0,50-99,,,,,,,,,,
Abid Ali,74,74,-,1,0,67,10,0,110.44,2,v Sri Lanka,Karachi,2019/10/02,Pakistan,1,0,50-99,,,,,,,,,,
Misbah-ul-Haq,73*,73,102,1,1,90,5,1,81.11,2,v West Indies,Gros Islet,2011/04/23,Pakistan,1,0,50-99,,,,,,,,,,
Sohaib Maqsood,73,73,85,1,0,68,2,4,107.35,1,v Sri Lanka,Sharjah,2013/12/18,Pakistan,1,0,50-99,,,,,,,,,,
Misbah-ul-Haq,73,73,128,1,0,84,4,2,86.90,2,v Sri Lanka,Fatullah,2014/02/25,Pakistan,1,0,50-99,,,,,,,,,,
Misbah-ul-Haq,73,73,191,1,0,121,3,0,60.33,1,v Zimbabwe,Brisbane,2015/03/01,Pakistan,1,0,50-99,,,,,,,,,,
Misbah-ul-Haq,72*,72,131,1,1,93,9,1,77.41,2,v Sri Lanka,Dhaka,2012/03/15,Pakistan,1,0,50-99,,,,,,,,,,
Younis Khan,72,72,108,1,0,76,4,0,94.73,1,v Sri Lanka,Colombo (RPS),2011/02/26,Pakistan,1,0,50-99,,,,,,,,,,
Azhar Ali,72,72,118,1,0,73,7,0,98.63,2,v Bangladesh,Dhaka,2015/04/17,Pakistan,1,0,50-99,,,,,,,,,,
Mohammad Hafeez,72,72,148,1,0,104,8,0,69.23,2,v Australia,Melbourne,2017/01/15,Pakistan,1,0,50-99,,,,,,,,,,
Mohammad Hafeez,71*,71,93,1,1,63,8,2,112.69,2,v South Africa,Port Elizabeth,2019/01/19,Pakistan,1,0,50-99,,,,,,,,,,
Umar Akmal,71,71,66,1,0,52,8,1,136.53,1,v Kenya,Hambantota,2011/02/23,Pakistan,1,0,50-99,,,,,,,,,,
Asad Shafiq,71,71,130,1,0,102,4,0,69.60,1,v West Indies,Bridgetown,2011/05/02,Pakistan,1,0,50-99,,,,,,,,,,
Imam-ul-Haq,71,71,123,1,0,91,6,1,78.02,2,v South Africa,Johannesburg,2019/01/27,Pakistan,1,0,50-99,,,,,,,,,,
Haris Sohail,71,71,101,1,0,82,6,2,86.58,1,v Zimbabwe,Rawalpindi,2020/10/30,Pakistan,1,0,50-99,,,,,,,,,,
Younis Khan,70*,70,111,1,1,65,10,0,107.69,2,v Afghanistan,Sharjah,2012/02/10,Pakistan,1,0,50-99,,,,,,,,,,
Imran Farhat,70,70,134,1,0,82,6,1,85.36,1,v Sri Lanka,Dubai (DSC),2011/11/18,Pakistan,1,0,50-99,,,,,,,,,,
Mohammad Hafeez,70,70,91,1,0,71,6,3,98.59,1,v Zimbabwe,Harare,2013/08/27,Pakistan,1,0,50-99,,,,,,,,,,
Haris Sohail,70,70,124,1,0,83,5,1,84.33,1,v U.A.E.,Napier,2015/03/04,Pakistan,1,0,50-99,,,,,,,,,,
Mohammad Hafeez,70,70,114,1,0,88,8,1,79.54,2,v Sri Lanka,Colombo (RPS),2015/07/22,Pakistan,1,0,50-99,,,,,,,,,,
Fakhar Zaman,70,70,112,1,0,73,10,0,95.89,1,v South Africa,Cape Town,2019/01/30,Pakistan,1,0,50-99,,,,,,,,,,
Babar Azam,69*,69,-,1,1,101,5,0,68.31,2,v Sri Lanka,Sharjah,2017/10/20,Pakistan,1,0,50-99,,,,,,,,,,
Shoaib Malik,69*,69,-,1,1,81,2,3,85.18,2,v Sri Lanka,Sharjah,2017/10/20,Pakistan,1,0,50-99,,,,,,,,,,
Babar Azam,69,69,109,1,0,72,7,1,95.83,1,v South Africa,Centurion,2019/01/25,Pakistan,1,0,50-99,,,,,,,,,,
Babar Azam,69,69,113,1,0,80,7,0,86.25,1,v South Africa,"Lord's",2019/06/23,Pakistan,1,0,50-99,,,,,,,,,,
Haris Sohail,68,68,98,1,0,76,5,2,89.47,2,v New Zealand,Birmingham,2019/06/26,Pakistan,1,0,50-99,,,,,,,,,,
Misbah-ul-Haq,67,67,114,1,0,85,6,0,78.82,1,v Zimbabwe,Harare,2013/08/31,Pakistan,1,0,50-99,,,,,,,,,,
Shahid Afridi,67,67,39,1,0,29,9,3,231.03,1,v New Zealand,Wellington,2015/01/31,Pakistan,1,0,50-99,,,,,,,,,,
Mohammad Rizwan,67,67,84,1,0,58,8,0,115.51,2,v Bangladesh,Dhaka,2015/04/17,Pakistan,1,0,50-99,,,,,,,,,,
Ahmed Shehzad,67,67,-,1,0,83,6,0,80.72,1,v West Indies,Providence,2017/04/07,Pakistan,1,0,50-99,,,,,,,,,,
Misbah-ul-Haq,66,66,124,1,0,99,5,0,66.66,2,v Sri Lanka,Abu Dhabi,2011/11/23,Pakistan,1,0,50-99,,,,,,,,,,
Babar Azam,66,66,-,1,0,94,4,1,70.21,2,v Afghanistan,Abu Dhabi,2018/09/21,Pakistan,1,0,50-99,,,,,,,,,,
Shahid Afridi,65,65,26,1,0,25,5,5,260.00,1,v New Zealand,Christchurch,2011/01/29,Pakistan,1,0,50-99,,,,,,,,,,
Misbah-ul-Haq,65,65,92,1,0,69,1,2,94.20,1,v Kenya,Hambantota,2011/02/23,Pakistan,1,0,50-99,,,,,,,,,,
Asad Shafiq,65,65,85,1,0,78,6,0,83.33,1,v England,Dubai (DSC),2012/02/21,Pakistan,1,0,50-99,,,,,,,,,,
Misbah-ul-Haq,65,65,110,1,0,76,4,1,85.52,2,v South Africa,Abu Dhabi,2013/11/08,Pakistan,1,0,50-99,,,,,,,,,,
Misbah-ul-Haq,65,65,138,1,0,98,3,2,66.32,1,v Sri Lanka,Dhaka,2014/03/08,Pakistan,1,0,50-99,,,,,,,,,,
Sarfaraz Ahmed,65,65,111,1,0,72,5,1,90.27,1,v Australia,Dubai (DSC),2014/10/10,Pakistan,1,0,50-99,,,,,,,,,,
Haris Sohail,65,65,104,1,0,74,5,1,87.83,2,v New Zealand,Abu Dhabi,2014/12/19,Pakistan,1,0,50-99,,,,,,,,,,
Misbah-ul-Haq,65,65,68,1,0,49,4,2,132.65,1,v U.A.E.,Napier,2015/03/04,Pakistan,1,0,50-99,,,,,,,,,,
Fakhar Zaman,65,65,-,1,0,77,8,0,84.41,1,v New Zealand,Dubai (DSC),2018/11/11,Pakistan,1,0,50-99,,,,,,,,,,
